Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene3D	PDB
Q14410	reviewed	GLPK2_HUMAN	Glycerol kinase 2 (GK 2) (Glycerokinase 2) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 2) (Glycerol kinase, testis specific 2)	GK2 GKP2 GKTA	Homo sapiens (Human)	553	3.30.420.40;	
Q14416	reviewed	GRM2_HUMAN	Metabotropic glutamate receptor 2 (mGluR2)	GRM2 GPRC1B MGLUR2	Homo sapiens (Human)	872	3.40.50.2300;2.10.50.30;	4XAQ;4XAS;5CNI;5CNJ;5KZN;5KZQ;7E9G;7EPA;7EPB;7EPD;7MTQ;7MTR;7MTS;8JCU;8JCV;8JCW;8JCX;8JCY;8JCZ;8JD0;8JD1;8JD2;8JD3;8JD4;8JD5;
Q14432	reviewed	PDE3A_HUMAN	cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A (EC 3.1.4.17) (Cyclic GMP-inhibited phosphodiesterase A) (CGI-PDE A) (cGMP-inhibited cAMP phosphodiesterase) (cGI-PDE)	PDE3A	Homo sapiens (Human)	1141	1.10.1300.10;	7EG0;7EG1;7EG4;7KWE;7L27;7L28;7L29;7LRC;7LRD;
Q14435	reviewed	GALT3_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 3 (EC 2.4.1.41) (Polypeptide GalNAc transferase 3) (GalNAc-T3) (pp-GaNTase 3) (Protein-UDP acetylgalactosaminyltransferase 3) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 3)	GALNT3	Homo sapiens (Human)	633	2.80.10.50;	
Q14449	reviewed	GRB14_HUMAN	Growth factor receptor-bound protein 14 (GRB14 adapter protein)	GRB14	Homo sapiens (Human)	540	2.30.29.30;3.30.505.10;	2AUG;2AUH;4K81;
Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532	2.30.29.30;3.30.505.10;	1MW4;1WGR;2L4K;2QMS;3PQZ;4WWQ;4X6S;5D0J;5EEL;5EEQ;5TYI;5U06;5U1Q;7MP3;
Q14457	reviewed	BECN1_HUMAN	Beclin-1 (Coiled-coil myosin-like BCL2-interacting protein) (Protein GT197) [Cleaved into: Beclin-1-C 35 kDa; Beclin-1-C 37 kDa]	BECN1 GT197	Homo sapiens (Human)	450	6.10.250.3110;1.10.418.40;	2P1L;2PON;3DVU;4DDP;4MI8;5EFM;5HHE;5VAU;5VAX;5VAY;6DCN;6DCO;6HOI;6HOJ;6HOK;7BL1;8SOR;8SRQ;
Q14469	reviewed	HES1_HUMAN	Transcription factor HES-1 (Class B basic helix-loop-helix protein 39) (bHLHb39) (Hairy and enhancer of split 1) (Hairy homolog) (Hairy-like protein) (hHL)	HES1 BHLHB39 HL HRY	Homo sapiens (Human)	280	6.10.250.980;4.10.280.10;	2MH3;7C4O;
Q14493	reviewed	SLBP_HUMAN	Histone RNA hairpin-binding protein (Histone stem-loop-binding protein)	SLBP HBP	Homo sapiens (Human)	270	1.10.8.1120;	2KJM;4L8R;4QOZ;
Q14494	reviewed	NF2L1_HUMAN	Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) (Protein NRF1, p120 form) (Transcription factor 11) (TCF-11) [Cleaved into: Transcription factor NRF1 (Protein NRF1, p110 form)]	NFE2L1 HBZ17 NRF1 TCF11	Homo sapiens (Human)	772	1.10.880.10;	
Q14498	reviewed	RBM39_HUMAN	RNA-binding protein 39 (CAPER alpha) (CAPERalpha) (Hepatocellular carcinoma protein 1) (RNA-binding motif protein 39) (RNA-binding region-containing protein 2) (Splicing factor HCC1)	RBM39 HCC1 RNPC2	Homo sapiens (Human)	530	3.30.70.330;	2JRS;2MHN;4OO6;4OZ0;4OZ1;4YUD;6PAI;6Q0R;6Q0V;6Q0W;6SJ7;6UD7;6UE5;7Q33;
Q14500	reviewed	KCJ12_HUMAN	ATP-sensitive inward rectifier potassium channel 12 (Inward rectifier K(+) channel Kir2.2) (IRK-2) (Inward rectifier K(+) channel Kir2.2v) (Potassium channel, inwardly rectifying subfamily J member 12)	KCNJ12 IRK2 KCNJN1	Homo sapiens (Human)	433	1.10.287.70;2.60.40.1400;	
Q14508	reviewed	WFDC2_HUMAN	WAP four-disulfide core domain protein 2 (Epididymal secretory protein E4) (Major epididymis-specific protein E4) (Putative protease inhibitor WAP5)	WFDC2 HE4 WAP5	Homo sapiens (Human)	124	4.10.75.10;	
Q14511	reviewed	CASL_HUMAN	Enhancer of filamentation 1 (hEF1) (CRK-associated substrate-related protein) (CAS-L) (CasL) (Cas scaffolding protein family member 2) (CASS2) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (Renal carcinoma antigen NY-REN-12) (p105) [Cleaved into: Enhancer of filamentation 1 p55]	NEDD9 CASL	Homo sapiens (Human)	834	1.20.120.230;1.20.120.830;2.30.30.40;	2L81;5X3S;
Q14515	reviewed	SPRL1_HUMAN	SPARC-like protein 1 (High endothelial venule protein) (Hevin) (MAST 9)	SPARCL1	Homo sapiens (Human)	664	3.30.60.30;1.10.238.10;	7KBU;
Q14517	reviewed	FAT1_HUMAN	Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form]	FAT1 CDHF7 FAT	Homo sapiens (Human)	4588	2.60.120.200;2.60.40.60;2.10.25.10;	
Q14520	reviewed	HABP2_HUMAN	Hyaluronan-binding protein 2 (EC 3.4.21.-) (Factor VII-activating protease) (Factor seven-activating protease) (FSAP) (Hepatocyte growth factor activator-like protein) (Plasma hyaluronan-binding protein) [Cleaved into: Hyaluronan-binding protein 2 50 kDa heavy chain; Hyaluronan-binding protein 2 50 kDa heavy chain alternate form; Hyaluronan-binding protein 2 27 kDa light chain; Hyaluronan-binding protein 2 27 kDa light chain alternate form]	HABP2 HGFAL PHBP	Homo sapiens (Human)	560	2.10.25.10;2.40.20.10;2.40.10.10;	
Q14524	reviewed	SCN5A_HUMAN	Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1)	SCN5A	Homo sapiens (Human)	2016	1.10.287.70;1.10.238.10;1.20.5.1190;1.20.120.350;	2KBI;2L53;4DCK;4DJC;4JQ0;4OVN;5DBR;6LQA;6MUD;7DTC;7L83;
Q14525	reviewed	KT33B_HUMAN	Keratin, type I cuticular Ha3-II (Hair keratin, type I Ha3-II) (Keratin-33B) (K33B)	KRT33B HHA3-II HKA3B KRTHA3B	Homo sapiens (Human)	404	1.20.5.170;1.20.5.500;1.20.5.1160;	
Q14526	reviewed	HIC1_HUMAN	Hypermethylated in cancer 1 protein (Hic-1) (Zinc finger and BTB domain-containing protein 29)	HIC1 ZBTB29	Homo sapiens (Human)	733	3.30.160.60;	
Q14527	reviewed	HLTF_HUMAN	Helicase-like transcription factor (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (Sucrose nonfermenting protein 2-like 3)	HLTF HIP116A RNF80 SMARCA3 SNF2L3 ZBU1	Homo sapiens (Human)	1009	3.30.70.2330;3.40.50.300;3.40.50.10810;3.30.40.10;	2MZN;4HRE;4HRH;4S0N;4XZF;4XZG;5BNH;5K5F;6KCS;
Q14532	reviewed	K1H2_HUMAN	Keratin, type I cuticular Ha2 (Hair keratin, type I Ha2) (Keratin-32) (K32)	KRT32 HHA2 HKA2 KRTHA2	Homo sapiens (Human)	448	1.20.5.170;1.20.5.500;1.20.5.1160;	
Q14533	reviewed	KRT81_HUMAN	Keratin, type II cuticular Hb1 (Hair keratin K2.9) (Keratin, hair, basic, 1) (Keratin-81) (K81) (Metastatic lymph node 137 gene protein) (MLN 137) (Type II hair keratin Hb1) (Type-II keratin Kb21) (ghHKb1) (ghHb1)	KRT81 KRTHB1 MLN137	Homo sapiens (Human)	505	1.20.5.170;1.20.5.500;1.20.5.1160;	
Q14534	reviewed	ERG1_HUMAN	Squalene monooxygenase (EC 1.14.14.17) (Squalene epoxidase) (SE)	SQLE ERG1	Homo sapiens (Human)	574	3.50.50.60;	6C6N;6C6P;6C6R;
Q14541	reviewed	HNF4G_HUMAN	Hepatocyte nuclear factor 4-gamma (HNF-4-gamma) (Nuclear receptor subfamily 2 group A member 2)	HNF4G NR2A2	Homo sapiens (Human)	408	3.30.50.10;1.10.565.10;	1LV2;
Q14542	reviewed	S29A2_HUMAN	Equilibrative nucleoside transporter 2 (hENT2) (36 kDa nucleolar protein HNP36) (Delayed-early response protein 12) (Equilibrative nitrobenzylmercaptopurine riboside-insensitive nucleoside transporter) (Equilibrative NBMPR-insensitive nucleoside transporter) (Hydrophobic nucleolar protein, 36 kDa) (Nucleoside transporter, ei-type) (Solute carrier family 29 member 2)	SLC29A2 DER12 ENT2 HNP36	Homo sapiens (Human)	456	1.20.1250.20;	
Q14554	reviewed	PDIA5_HUMAN	Protein disulfide-isomerase A5 (EC 5.3.4.1) (Protein disulfide isomerase-related protein)	PDIA5 PDIR	Homo sapiens (Human)	519	3.40.30.10;	4I6X;
Q14558	reviewed	KPRA_HUMAN	Phosphoribosyl pyrophosphate synthase-associated protein 1 (PRPP synthase-associated protein 1) (39 kDa phosphoribosypyrophosphate synthase-associated protein) (PAP39)	PRPSAP1	Homo sapiens (Human)	356	3.40.50.2020;	2C4K;
Q14562	reviewed	DHX8_HUMAN	ATP-dependent RNA helicase DHX8 (EC 3.6.4.13) (DEAH box protein 8) (RNA helicase HRH1)	DHX8 DDX8	Homo sapiens (Human)	1220	1.20.120.1080;2.40.50.140;3.40.50.300;	2EQS;3I4U;5MQF;5XJC;6HYS;6HYT;6HYU;6ICZ;6QDV;7W59;7W5A;7W5B;8C6J;
Q14563	reviewed	SEM3A_HUMAN	Semaphorin-3A (Semaphorin III) (Sema III)	SEMA3A SEMAD	Homo sapiens (Human)	771	2.60.40.10;3.30.1680.10;2.130.10.10;	
Q14565	reviewed	DMC1_HUMAN	Meiotic recombination protein DMC1/LIM15 homolog	DMC1 DMC1H LIM15	Homo sapiens (Human)	340	1.10.150.20;3.40.50.300;	1V5W;2ZJB;4HYY;6R3P;7C98;7C99;7C9C;7CGY;8R2G;
Q14566	reviewed	MCM6_HUMAN	DNA replication licensing factor MCM6 (EC 3.6.4.12) (p105MCM)	MCM6	Homo sapiens (Human)	821	1.20.58.870;2.20.28.10;3.30.1640.10;2.40.50.140;3.40.50.300;	2KLQ;2LE8;6XTX;6XTY;7PFO;7PLO;7W1Y;7W68;8B9D;
Q14568	reviewed	HS902_HUMAN	Heat shock protein HSP 90-alpha A2 (Heat shock 90 kDa protein 1 alpha-like 3) (Heat shock protein HSP 90-alpha A2 pseudogene)	HSP90AA2P HSP90AA2 HSPCAL3	Homo sapiens (Human)	343	3.30.230.80;3.30.565.10;	
Q14571	reviewed	ITPR2_HUMAN	Inositol 1,4,5-trisphosphate receptor type 2 (IP3 receptor isoform 2) (IP3R 2) (InsP3R2) (Type 2 inositol 1,4,5-trisphosphate receptor) (Type 2 InsP3 receptor)	ITPR2	Homo sapiens (Human)	2701	1.10.287.70;2.80.10.50;1.25.10.30;	
Q14573	reviewed	ITPR3_HUMAN	Inositol 1,4,5-trisphosphate receptor type 3 (IP3 receptor isoform 3) (IP3R 3) (InsP3R3) (Type 3 inositol 1,4,5-trisphosphate receptor) (Type 3 InsP3 receptor)	ITPR3	Homo sapiens (Human)	2671	1.10.287.70;2.80.10.50;1.25.10.30;	6DQJ;6DQN;6DQS;6DQV;6DQZ;6DR0;6DR2;6DRA;6DRC;6UQK;7T3P;7T3Q;7T3R;7T3T;7T3U;8TK8;8TKD;8TKE;8TKF;8TKG;8TKH;8TKI;8TL9;8TLA;
Q14574	reviewed	DSC3_HUMAN	Desmocollin-3 (Cadherin family member 3) (Desmocollin-4) (HT-CP)	DSC3 CDHF3 DSC4	Homo sapiens (Human)	896	2.60.40.60;4.10.900.10;	
Q14584	reviewed	ZN266_HUMAN	Zinc finger protein 266 (Zinc finger protein HZF1)	ZNF266 KIAA2007	Homo sapiens (Human)	549	3.30.160.60;	
Q14585	reviewed	ZN345_HUMAN	Zinc finger protein 345 (Zinc finger protein HZF10)	ZNF345	Homo sapiens (Human)	488	3.30.160.60;	
Q14587	reviewed	ZN268_HUMAN	Zinc finger protein 268 (Zinc finger protein HZF3)	ZNF268	Homo sapiens (Human)	947	6.10.140.140;3.30.160.60;	2EL4;2EL5;2EL6;2EM1;2EMV;2EMW;2EMX;2EMY;2EN0;2EN6;2EN7;2EOF;2EOG;2EOI;2EOJ;2EOK;2EOL;2EOP;2EPV;2EPW;2EPY;2YTF;2YTQ;
Q14592	reviewed	ZN460_HUMAN	Zinc finger protein 460 (Zinc finger protein 272) (Zinc finger protein HZF8)	ZNF460 ZNF272	Homo sapiens (Human)	562	6.10.140.140;3.30.160.60;	
Q14596	reviewed	NBR1_HUMAN	Next to BRCA1 gene 1 protein (Cell migration-inducing gene 19 protein) (Membrane component chromosome 17 surface marker 2) (Neighbor of BRCA1 gene 1 protein) (Protein 1A1-3B)	NBR1 1A13B KIAA0049 M17S2 MIG19	Homo sapiens (Human)	966	3.30.60.90;1.10.8.10;2.60.40.10;	1WJ6;2BKF;2CP8;2G4S;2L8J;2MGW;2MJ5;4OLE;
Q14623	reviewed	IHH_HUMAN	Indian hedgehog protein (IHH) (EC 3.1.-.-) (HHG-2) [Cleaved into: Indian hedgehog protein N-product]	IHH	Homo sapiens (Human)	411	3.30.1380.10;2.170.16.10;	3K7G;3K7H;3K7I;3K7J;3N1F;3N1M;3N1O;3N1P;
Q14624	reviewed	ITIH4_HUMAN	Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4]	ITIH4 IHRP ITIHL1 PK120 PRO1851	Homo sapiens (Human)	930	3.40.50.410;	
Q14626	reviewed	I11RA_HUMAN	Interleukin-11 receptor subunit alpha (IL-11 receptor subunit alpha) (IL-11R subunit alpha) (IL-11R-alpha) (IL-11RA) [Cleaved into: Soluble interleukin-11 receptor subunit alpha (sIL-11R) (sIL-11RA) (sIL11RA)]	IL11RA	Homo sapiens (Human)	422	2.60.40.10;	6O4P;8DPS;8DPT;8DPU;
Q14627	reviewed	I13R2_HUMAN	Interleukin-13 receptor subunit alpha-2 (IL-13 receptor subunit alpha-2) (IL-13R subunit alpha-2) (IL-13R-alpha-2) (IL-13RA2) (Interleukin-13-binding protein) (CD antigen CD213a2)	IL13RA2 IL13R	Homo sapiens (Human)	380	2.60.40.10;	3LB6;
Q14642	reviewed	I5P1_HUMAN	Inositol polyphosphate-5-phosphatase A (EC 3.1.3.56) (43 kDa inositol polyphosphate 5-phosphatase) (Type I inositol 1,4,5-trisphosphate 5-phosphatase) (5PTase)	INPP5A 5PTASE	Homo sapiens (Human)	412	3.60.10.10;	
Q14643	reviewed	ITPR1_HUMAN	Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)	ITPR1 INSP3R1	Homo sapiens (Human)	2758	1.10.287.70;2.80.10.50;1.25.10.30;	
Q14644	reviewed	RASA3_HUMAN	Ras GTPase-activating protein 3 (GAP1(IP4BP)) (Ins P4-binding protein)	RASA3	Homo sapiens (Human)	834	2.60.40.150;2.30.29.30;	
Q14651	reviewed	PLSI_HUMAN	Plastin-1 (Intestine-specific plastin) (I-plastin)	PLS1	Homo sapiens (Human)	629	1.10.418.10;1.10.238.10;	
Q14653	reviewed	IRF3_HUMAN	Interferon regulatory factor 3 (IRF-3)	IRF3	Homo sapiens (Human)	427	2.60.200.10;1.10.10.10;	1J2F;1QWT;1T2K;1ZOQ;2O61;2O6G;2PI0;3A77;3QU6;5JEJ;5JEK;5JEL;5JEM;5JEO;5JER;6SIV;6SJA;7JFL;
Q14654	reviewed	KCJ11_HUMAN	ATP-sensitive inward rectifier potassium channel 11 (IKATP) (Inward rectifier K(+) channel Kir6.2) (Potassium channel, inwardly rectifying subfamily J member 11)	KCNJ11	Homo sapiens (Human)	390	1.10.287.70;2.60.40.1400;	6C3O;6C3P;7S5T;7S5X;7S5Y;7S5Z;7S60;7S61;
Q14657	reviewed	LAGE3_HUMAN	EKC/KEOPS complex subunit LAGE3 (L antigen family member 3) (Protein ESO-3) (Protein ITBA2)	LAGE3 DXS9879E ESO3 ITBA2	Homo sapiens (Human)	143	3.30.310.50;	6GWJ;
Q14669	reviewed	TRIPC_HUMAN	E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (E3 ubiquitin-protein ligase for Arf) (ULF) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	TRIP12 KIAA0045 ULF	Homo sapiens (Human)	1992	3.30.2410.10;3.90.1750.10;1.25.10.10;	7UW7;
Q14671	reviewed	PUM1_HUMAN	Pumilio homolog 1 (HsPUM) (Pumilio-1)	PUM1 KIAA0099 PUMH1	Homo sapiens (Human)	1186	1.25.10.10;	1IB2;1M8W;1M8X;1M8Y;1M8Z;2YJY;3BSB;3BSX;3Q0L;3Q0M;3Q0N;3Q0O;3Q0P;5YKH;5YKI;
Q14676	reviewed	MDC1_HUMAN	Mediator of DNA damage checkpoint protein 1 (Nuclear factor with BRCT domains 1)	MDC1 KIAA0170 NFBD1	Homo sapiens (Human)	2089	2.60.200.20;3.40.50.10190;	2ADO;2AZM;2ETX;3K05;3UEO;3UMZ;3UN0;3UNM;3UNN;3UOT;
Q14677	reviewed	EPN4_HUMAN	Clathrin interactor 1 (Clathrin-interacting protein localized in the trans-Golgi region) (Clint) (Enthoprotin) (Epsin-4) (Epsin-related protein) (EpsinR)	CLINT1 ENTH EPN4 EPNR KIAA0171	Homo sapiens (Human)	625	1.25.40.90;	1XGW;2QY7;2V8S;
Q14678	reviewed	KANK1_HUMAN	KN motif and ankyrin repeat domain-containing protein 1 (Ankyrin repeat domain-containing protein 15) (Kidney ankyrin repeat-containing protein)	KANK1 ANKRD15 KANK KIAA0172	Homo sapiens (Human)	1352	1.25.40.20;	5YBJ;5YBU;8IW0;
Q14679	reviewed	TTLL4_HUMAN	Tubulin monoglutamylase TTLL4 (EC 6.3.2.-) (Protein monoglutamylase TTLL4) (Tubulin--tyrosine ligase-like protein 4)	TTLL4 KIAA0173	Homo sapiens (Human)	1199	3.30.470.20;	5T6X;
Q14680	reviewed	MELK_HUMAN	Maternal embryonic leucine zipper kinase (hMELK) (EC 2.7.11.1) (Protein kinase Eg3) (pEg3 kinase) (Protein kinase PK38) (hPK38) (Tyrosine-protein kinase MELK) (EC 2.7.10.2)	MELK KIAA0175	Homo sapiens (Human)	651	3.30.310.80;1.10.510.10;	4BKY;4BKZ;4BL1;4D2P;4D2T;4D2V;4D2W;4IXP;4UMP;4UMQ;4UMR;4UMT;4UMU;5IH8;5IH9;5IHA;5IHC;5K00;5M5A;5MAF;5MAG;5MAH;5MAI;5TVT;5TWL;5TWU;5TWY;5TWZ;5TX3;6GVX;6VXR;
Q14683	reviewed	SMC1A_HUMAN	Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8)	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1	Homo sapiens (Human)	1233	1.20.1060.20;3.30.70.1620;3.40.50.300;	6WG3;6WG4;6WG6;6WGE;7W1M;
Q14689	reviewed	DIP2A_HUMAN	Disco-interacting protein 2 homolog A (DIP2 homolog A) (EC 6.2.1.1)	DIP2A C21orf106 DIP2 KIAA0184	Homo sapiens (Human)	1571	3.30.300.30;3.40.50.12780;	
Q14690	reviewed	RRP5_HUMAN	Protein RRP5 homolog (NF-kappa-B-binding protein) (NFBP) (Programmed cell death protein 11)	PDCD11 KIAA0185	Homo sapiens (Human)	1871	2.40.50.140;1.25.40.10;	1WI5;
Q14691	reviewed	PSF1_HUMAN	DNA replication complex GINS protein PSF1 (GINS complex subunit 1)	GINS1 KIAA0186 PSF1	Homo sapiens (Human)	196	1.20.58.1030;	2E9X;2EHO;2Q9Q;6XTX;6XTY;7PFO;7PLO;8B9D;
Q14692	reviewed	BMS1_HUMAN	Ribosome biogenesis protein BMS1 homolog (Ribosome assembly protein BMS1 homolog)	BMS1 BMS1L KIAA0187	Homo sapiens (Human)	1282	3.40.50.300;	7MQ9;7MQA;
Q14694	reviewed	UBP10_HUMAN	Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10)	USP10 KIAA0190	Homo sapiens (Human)	798	3.90.70.10;	7XHF;
Q14696	reviewed	MESD_HUMAN	LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development LRP chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein) (Renal carcinoma antigen NY-REN-61)	MESD KIAA0081 MESDC2 MESDM UNQ1911/PRO4369	Homo sapiens (Human)	234	3.30.70.260;6.10.250.640;	
Q14697	reviewed	GANAB_HUMAN	Neutral alpha-glucosidase AB (EC 3.2.1.207) (Alpha-glucosidase 2) (Glucosidase II subunit alpha)	GANAB G2AN KIAA0088	Homo sapiens (Human)	944	3.20.20.80;2.60.40.1760;2.60.40.1180;	8D43;8EMR;
Q14703	reviewed	MBTP1_HUMAN	Membrane-bound transcription factor site-1 protease (EC 3.4.21.112) (Endopeptidase S1P) (Subtilisin/kexin-isozyme 1) (SKI-1)	MBTPS1 KIAA0091 S1P SKI1	Homo sapiens (Human)	1052	3.40.50.200;	
Q14721	reviewed	KCNB1_HUMAN	Potassium voltage-gated channel subfamily B member 1 (Delayed rectifier potassium channel 1) (DRK1) (h-DRK1) (Voltage-gated potassium channel subunit Kv2.1)	KCNB1	Homo sapiens (Human)	858	1.10.287.70;1.20.120.350;	7RE5;7SPD;
Q14722	reviewed	KCAB1_HUMAN	Voltage-gated potassium channel subunit beta-1 (EC 1.1.1.-) (K(+) channel subunit beta-1) (Kv-beta-1)	KCNAB1 KCNA1B	Homo sapiens (Human)	419	3.20.20.100;	
Q14728	reviewed	MFS10_HUMAN	Major facilitator superfamily domain-containing protein 10 (Tetracycline transporter-like protein)	MFSD10 TETRAN	Homo sapiens (Human)	455	1.20.1250.20;	6S4M;
Q14738	reviewed	2A5D_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A B subunit isoform B'-delta) (PP2A B subunit isoform B56-delta) (PP2A B subunit isoform PR61-delta) (PP2A B subunit isoform R5-delta)	PPP2R5D	Homo sapiens (Human)	602	1.25.10.10;	
Q14739	reviewed	LBR_HUMAN	Delta(14)-sterol reductase LBR (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (C14SR) (Integral nuclear envelope inner membrane protein) (LMN2R) (Lamin-B receptor) (Sterol C14-reductase)	LBR	Homo sapiens (Human)	615	1.20.120.1630;2.30.30.140;	2DIG;
Q14749	reviewed	GNMT_HUMAN	Glycine N-methyltransferase (EC 2.1.1.20)	GNMT	Homo sapiens (Human)	295	3.30.46.10;3.40.50.150;	1R74;2AZT;
Q14764	reviewed	MVP_HUMAN	Major vault protein (MVP) (Lung resistance-related protein)	MVP LRP	Homo sapiens (Human)	893	2.30.30.560;2.30.30.570;2.30.30.620;6.10.250.720;6.20.380.10;3.30.479.30;2.30.30.550;	1Y7X;
Q14765	reviewed	STAT4_HUMAN	Signal transducer and activator of transcription 4	STAT4	Homo sapiens (Human)	748	1.10.238.10;3.30.505.10;1.20.1050.20;2.60.40.630;1.10.532.10;	
Q14766	reviewed	LTBP1_HUMAN	Latent-transforming growth factor beta-binding protein 1 (LTBP-1) (Transforming growth factor beta-1-binding protein 1) (TGF-beta1-BP-1)	LTBP1	Homo sapiens (Human)	1721	2.10.25.10;3.90.290.10;	1KSQ;
Q14767	reviewed	LTBP2_HUMAN	Latent-transforming growth factor beta-binding protein 2 (LTBP-2)	LTBP2 C14orf141 LTBP3	Homo sapiens (Human)	1821	2.10.25.10;3.90.290.10;	
Q14773	reviewed	ICAM4_HUMAN	Intercellular adhesion molecule 4 (ICAM-4) (Landsteiner-Wiener blood group glycoprotein) (LW blood group protein) (CD antigen CD242)	ICAM4 LW	Homo sapiens (Human)	271	2.60.40.10;	
Q14774	reviewed	HLX_HUMAN	H2.0-like homeobox protein (Homeobox protein HB24) (Homeobox protein HLX1)	HLX HLX1	Homo sapiens (Human)	488	1.10.10.60;	
Q14781	reviewed	CBX2_HUMAN	Chromobox protein homolog 2	CBX2	Homo sapiens (Human)	532	2.40.50.40;	2D9U;3H91;5EPK;
Q14789	reviewed	GOGB1_HUMAN	Golgin subfamily B member 1 (372 kDa Golgi complex-associated protein) (GCP372) (Giantin) (Macrogolgin)	GOLGB1	Homo sapiens (Human)	3259	1.10.287.1490;	
Q14790	reviewed	CASP8_HUMAN	Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]	CASP8 MCH5	Homo sapiens (Human)	479	3.40.50.1460;1.10.533.10;	1F9E;1I4E;1QDU;1QTN;2C2Z;2FUN;2K7Z;2Y1L;3H11;3KJN;3KJQ;4JJ7;4PRZ;4PS1;4ZBW;5H31;5H33;5JQE;5L08;6AGW;6PX9;7DEE;7LVJ;7LVM;
Q147X3	reviewed	NAA30_HUMAN	N-alpha-acetyltransferase 30 (EC 2.3.1.256) (N-acetyltransferase 12) (N-acetyltransferase MAK3 homolog) (NatC catalytic subunit)	NAA30 C14orf35 MAK3 NAT12	Homo sapiens (Human)	362	3.40.630.30;	7MX2;7RB3;
Q14802	reviewed	FXYD3_HUMAN	FXYD domain-containing ion transport regulator 3 (Chloride conductance inducer protein Mat-8) (Mammary tumor 8 kDa protein) (Phospholemman-like) (Sodium/potassium-transporting ATPase subunit FXYD3)	FXYD3 MAT8 PLML	Homo sapiens (Human)	87	1.20.5.780;	
Q14807	reviewed	KIF22_HUMAN	Kinesin-like protein KIF22 (Kinesin-like DNA-binding protein) (Kinesin-like protein 4)	KIF22 KID KNSL4	Homo sapiens (Human)	665	1.10.150.280;3.40.850.10;	2EDU;6NJE;
Q14814	reviewed	MEF2D_HUMAN	Myocyte-specific enhancer factor 2D	MEF2D	Homo sapiens (Human)	521	3.40.1810.10;	7X1N;
Q14831	reviewed	GRM7_HUMAN	Metabotropic glutamate receptor 7 (mGluR7)	GRM7 GPRC1G MGLUR7	Homo sapiens (Human)	915	3.40.50.2300;2.10.50.30;	3MQ4;5C5C;7EPC;7EPD;
